,NUMBER_OF_PEDESTRIANS_INJURED,NUMBER_OF_PEDESTRIANS_KILLED,NUMBER_OF_CYCLIST_INJURED,NUMBER_OF_CYCLIST_KILLED
163237,0,0,1,0
163325,0,0,1,0
163430,0,0,1,0
163472,0,0,1,0
163576,0,0,1,0
163592,0,0,1,0
163599,0,0,1,0
163656,0,0,1,0
163761,0,0,1,0
163784,0,0,1,0
163785,0,0,1,0
163805,0,0,1,0
163858,0,0,1,0
163897,0,0,2,0
163910,0,0,1,0
164024,0,0,1,0
164030,0,0,1,0
164040,0,0,1,0
164163,0,0,1,0
164189,0,0,1,0
164232,0,0,1,0
164296,0,0,1,0
164349,0,0,1,0
164350,0,0,1,0
164370,0,0,1,0
164401,0,0,1,0
164454,0,0,1,0
164466,0,0,1,0
164489,0,0,1,0
164501,0,0,1,0
164503,0,0,1,0
164508,0,0,1,0
164516,0,0,1,0
164533,0,0,1,0
164589,0,0,1,0
164592,0,0,1,0
164620,0,0,1,0
164636,0,0,1,0
164655,0,0,1,0
164660,0,0,1,0
164694,0,0,1,0
164715,0,0,1,0
164779,0,0,1,0
164845,0,0,1,0
164847,0,0,1,0
164877,0,0,1,0
165027,0,0,1,0
165136,0,0,1,0
165142,0,0,1,0
165236,0,0,1,0
165255,0,0,1,0
165559,0,0,1,0
165576,0,0,1,0
165603,1,0,1,0
165606,0,0,1,0
165608,0,0,1,0
165657,0,0,1,0
165863,0,0,1,0
165866,0,0,1,0
165895,0,0,1,0
165962,0,0,1,0
166117,0,0,1,0
166177,0,0,1,0
166209,0,0,1,0
166211,0,0,1,0
166372,0,0,1,0
166385,0,0,1,0
166415,0,0,1,0
166526,0,0,1,0
166556,0,0,1,0
166654,0,0,1,0
166658,0,0,1,0
166662,0,0,1,0
166666,0,0,0,1
166722,0,0,1,0
166741,0,0,1,0
166767,0,0,1,0
166827,0,0,1,0
166832,0,0,1,0
166960,0,0,1,0
167057,0,0,1,0
167101,0,0,1,0
167125,0,0,1,0
167130,0,0,1,0
167137,0,0,1,0
167140,0,0,1,0
167145,0,0,1,0
167194,0,0,1,0
167216,0,0,1,0
167224,0,0,1,0
167263,0,0,1,0
167282,0,0,1,0
167314,1,0,1,0
167330,0,0,1,0
167335,0,0,1,0
167368,0,0,1,0
167382,0,0,1,0
167425,0,0,1,0
167451,0,0,1,0
167504,0,0,1,0
167512,0,0,1,0
167526,0,0,1,0
167573,0,0,1,0
167626,0,0,1,0
167628,0,0,1,0
167631,1,0,1,0
167636,0,0,1,0
167665,0,0,1,0
167729,0,0,1,0
167737,0,0,1,0
167738,0,0,1,0
167794,0,0,1,0
167859,0,0,1,0
167949,0,0,1,0
167973,0,0,1,0
167976,0,0,1,0
168009,0,0,1,0
168049,0,0,1,0
168365,0,0,1,0
168446,0,0,1,0
168529,0,0,1,0
168585,0,0,1,0
168602,0,0,1,0
168655,0,0,1,0
168677,0,0,1,0
168694,0,0,1,0
168836,0,0,1,0
168839,0,0,1,0
168855,0,0,1,0
168940,0,0,1,0
168989,0,0,1,0
169048,0,0,1,0
169089,0,0,1,0
169222,0,0,1,0
169242,0,0,1,0
169255,0,0,1,0
169349,0,0,1,0
169382,0,0,1,0
169383,1,0,1,0
169389,0,0,1,0
169396,0,0,1,0
169416,0,0,1,0
169446,0,0,1,0
169510,0,0,1,0
169532,0,0,1,0
169549,0,0,1,0
169585,0,0,1,0
169593,0,0,1,0
169595,0,0,1,0
169718,1,0,1,0
169763,0,0,1,0
169789,0,0,1,0
169834,0,0,1,0
169932,0,0,1,0
169941,0,0,1,0
169953,0,0,1,0
169988,0,0,1,0
169999,0,0,1,0
170023,0,0,1,0
170101,0,0,1,0
170157,0,0,1,0
170165,0,0,1,0
170207,0,0,1,0
170247,0,0,1,0
170289,0,0,1,0
170367,0,0,1,0
170428,0,0,1,0
170475,0,0,1,0
170489,0,0,1,0
170541,0,0,1,0
170654,0,0,1,0
170715,0,0,1,0
170721,0,0,1,0
170810,0,0,1,0
170895,0,0,1,0
170905,0,0,1,0
170913,0,0,1,0
170990,0,0,1,0
171016,0,0,1,0
171043,0,0,1,0
171083,0,0,1,0
171128,0,0,1,0
171263,0,0,1,0
171282,0,0,1,0
171297,0,0,1,0
171425,0,0,1,0
171553,0,0,1,0
171597,0,0,1,0
171604,0,0,1,0
171621,0,0,1,0
171626,0,0,1,0
171640,0,0,1,0
171644,0,0,1,0
171704,0,0,1,0
171772,0,0,1,0
171787,0,0,1,0
171793,0,0,1,0
171980,0,0,1,0
172035,0,0,1,0
172042,0,0,1,0
172102,0,0,1,0
172106,0,0,1,0
172118,0,0,1,0
172128,0,0,1,0
172130,0,0,1,0
172206,0,0,1,0
172295,0,0,1,0
172441,0,0,1,0
172483,0,0,1,0
172572,0,0,1,0
172618,0,0,1,0
172807,0,0,1,0
172828,0,0,1,0
172874,0,0,1,0
172894,0,0,1,0
172895,0,0,1,0
172896,0,0,1,0
172897,0,0,1,0
172910,0,0,1,0
173151,0,0,1,0
173160,0,0,1,0
173173,0,0,1,0
173236,0,0,1,0
173238,0,0,1,0
173245,0,0,1,0
173297,0,0,1,0
173332,0,0,1,0
173364,0,0,1,0
173398,0,0,1,0
173410,0,0,1,0
173425,0,0,1,0
173557,0,0,1,0
173562,0,0,1,0
173589,0,0,1,0
173624,0,0,1,0
173638,0,0,1,0
173646,0,0,1,0
173671,0,0,1,0
173679,0,0,1,0
173751,0,0,1,0
173793,0,0,1,0
173919,0,0,1,0
173953,0,0,1,0
173955,0,0,1,0
173956,0,0,1,0
174094,0,0,1,0
174142,0,0,1,0
174208,0,0,1,0
174244,0,0,1,0
174259,0,0,1,0
174263,0,0,1,0
174288,0,0,1,0
174318,0,0,1,0
174369,0,0,1,0
174380,0,0,1,0
174400,0,0,1,0
174419,1,0,1,0
174424,0,0,1,0
174436,0,0,1,0
174438,0,0,1,0
174445,0,0,1,0
174454,0,0,1,0
174462,0,0,1,0
174582,0,0,1,0
174674,0,0,1,0
174681,0,0,1,0
174683,0,0,1,0
174694,0,0,1,0
174873,0,0,1,0
175018,0,0,1,0
175043,0,0,1,0
175063,0,0,1,0
175119,0,0,1,0
175144,0,0,1,0
175150,0,0,1,0
175191,0,0,1,0
175199,0,0,1,0
175233,0,0,1,0
175294,0,0,1,0
175321,0,0,1,0
175358,0,0,1,0
175595,0,0,1,0
175602,0,0,1,0
175629,0,0,1,0
175674,0,0,1,0
175742,0,0,1,0
175753,0,0,1,0
175764,0,0,1,0
175810,0,0,1,0
176022,0,0,1,0
176024,0,0,1,0
176270,0,0,1,0
176396,0,0,0,1
176404,0,0,1,0
176415,0,0,1,0
176463,0,0,1,0
176552,0,0,1,0
176683,0,0,1,0
176785,0,0,1,0
176852,0,0,1,0
176881,0,0,1,0
176970,0,0,1,0
176999,0,0,1,0
177022,0,0,1,0
177024,0,0,1,0
177070,0,0,1,0
177123,0,0,1,0
177483,0,0,1,0
177502,0,0,1,0
177568,0,0,1,0
177614,0,0,1,0
177702,0,0,1,0
177721,0,0,1,0
177880,0,0,1,0
177889,0,0,1,0
177909,0,0,1,0
177935,0,0,1,0
177949,0,0,1,0
178009,0,0,1,0
178187,0,0,1,0
178235,0,0,1,0
178249,0,0,1,0
178328,0,0,1,0
178419,0,0,1,0
178511,0,0,1,0
178609,0,0,1,0
178634,0,0,1,0
178689,0,0,1,0
178784,0,0,1,0
178808,0,0,1,0
178812,0,0,1,0
178835,0,0,1,0
178869,1,0,1,0
178957,0,0,1,0
178974,0,0,1,0
178978,0,0,1,0
179093,0,0,1,0
179118,0,0,1,0
179170,0,0,1,0
179245,0,0,1,0
179300,0,0,1,0
179318,0,0,1,0
179413,0,0,1,0
179482,0,0,1,0
179487,0,0,1,0
179496,0,0,1,0
179615,0,0,1,0
179721,0,0,1,0
179727,0,0,1,0
179783,0,0,1,0
179894,0,0,1,0
179910,0,0,1,0
179934,0,0,1,0
179938,0,0,1,0
180063,0,0,1,0
180065,0,0,1,0
180066,0,0,1,0
180094,0,0,1,0
180126,0,0,1,0
180308,0,0,1,0
180463,0,0,1,0
180629,0,0,1,0
180637,0,0,1,0
180715,0,0,1,0
180722,0,0,1,0
180728,0,0,1,0
180798,0,0,1,0
180819,0,0,1,0
180828,0,0,1,0
180831,0,0,1,0
180841,0,0,1,0
180980,0,0,1,0
180991,0,0,1,0
181071,0,0,1,0
181115,0,0,1,0
181123,0,0,1,0
181151,0,0,1,0
181168,0,0,1,0
181177,0,0,1,0
181212,0,0,1,0
181266,0,0,1,0
181273,0,0,1,0
181372,0,0,1,0
181423,0,0,1,0
181594,0,0,1,0
181738,0,0,1,0
181796,0,0,1,0
181957,0,0,1,0
181996,0,0,1,0
182184,0,0,1,0
182265,0,0,1,0
182326,0,0,1,0
182408,0,0,1,0
182497,0,0,0,1
182500,0,0,1,0
182590,0,0,1,0
182616,0,0,1,0
182637,0,0,1,0
182750,0,0,1,0
182813,0,0,1,0
182876,0,0,1,0
182900,0,0,1,0
182931,0,0,1,0
182975,0,0,1,0
182992,0,0,1,0
183113,0,0,1,0
183177,0,0,1,0
183246,0,0,1,0
183249,0,0,1,0
183349,0,0,1,0
183351,0,0,1,0
183422,0,0,1,0
183432,0,0,1,0
183512,0,0,1,0
183521,0,0,1,0
183538,0,0,1,0
183582,1,0,1,0
183682,0,0,1,0
183739,0,0,1,0
183779,0,0,1,0
183984,0,0,1,0
184004,0,0,1,0
184120,0,0,1,0
184258,0,0,1,0
184357,0,0,1,0
184363,0,0,1,0
184378,0,0,1,0
184461,0,0,1,0
184501,0,0,1,0
184569,0,0,1,0
184617,0,0,1,0
184674,0,0,1,0
184752,0,0,1,0
184755,0,0,1,0
184784,0,0,1,0
184828,0,0,1,0
184889,0,0,1,0
184910,0,0,1,0
184963,0,0,1,0
184981,0,0,1,0
184984,0,0,1,0
184991,0,0,1,0
185115,0,0,1,0
185253,0,0,1,0
185266,0,0,1,0
185459,0,0,1,0
185618,0,0,1,0
185699,0,0,1,0
185759,0,0,1,0
185827,0,0,1,0
185846,0,0,1,0
185849,0,0,1,0
185882,0,0,1,0
186091,0,0,1,0
186115,0,0,1,0
186173,0,0,1,0
186194,0,0,1,0
186290,0,0,1,0
186324,0,0,1,0
186402,0,0,1,0
186729,0,0,1,0
186742,0,0,1,0
187009,0,0,1,0
187014,0,0,1,0
187029,0,0,1,0
187032,0,0,1,0
187190,0,0,1,0
187271,0,0,1,0
187287,0,0,1,0
187427,0,0,1,0
187545,0,0,1,0
187669,0,0,1,0
187697,0,0,1,0
187698,0,0,1,0
187749,0,0,1,0
187773,0,0,1,0
187790,0,0,1,0
187860,0,0,1,0
188109,0,0,1,0
188111,0,0,1,0
188251,0,0,1,0
188546,0,0,1,0
188598,0,0,1,0
188621,0,0,1,0
188939,0,0,1,0
188940,0,0,1,0
188998,0,0,1,0
189000,0,0,1,0
189074,0,0,1,0
189158,0,0,1,0
189168,0,0,1,0
189450,0,0,1,0
189560,0,0,1,0
189649,0,0,1,0
189700,0,0,1,0
189795,0,0,1,0
189919,0,0,1,0
189942,0,0,1,0
190052,0,0,1,0
190131,0,0,1,0
190133,0,0,1,0
190184,0,0,1,0
190322,0,0,1,0
190353,0,0,1,0
190456,0,0,1,0
190486,0,0,1,0
190534,0,0,1,0
190632,0,0,1,0
190646,0,0,1,0
190653,0,0,1,0
190783,0,0,1,0
190821,0,0,1,0
190859,0,0,1,0
190908,0,0,1,0
191009,0,0,1,0
191044,0,0,1,0
191060,0,0,1,0
191081,0,0,1,0
191107,0,0,1,0
191153,0,0,1,0
191187,0,0,1,0
191200,0,0,1,0
191229,0,0,1,0
191256,0,0,1,0
191329,0,0,1,0
191338,0,0,1,0
191387,0,0,1,0
191393,0,0,1,0
191427,0,0,1,0
191466,0,0,1,0
191532,0,0,1,0
191550,0,0,1,0
191553,0,0,1,0
191663,0,0,1,0
191683,0,0,1,0
191694,0,0,1,0
191761,0,0,1,0
191872,0,0,1,0
191908,0,0,1,0
191930,0,0,1,0
191994,0,0,1,0
192078,0,0,1,0
192269,0,0,1,0
192278,0,0,1,0
192356,0,0,1,0
192358,0,0,1,0
192371,0,0,1,0
192430,0,0,1,0
192518,0,0,1,0
192662,0,0,1,0
192742,0,0,1,0
192841,0,0,1,0
193024,0,0,1,0
193097,0,0,1,0
193229,0,0,1,0
193257,0,0,1,0
193287,0,0,1,0
193297,0,0,1,0
193333,0,0,1,0
193353,0,0,1,0
193544,0,0,1,0
193633,0,0,1,0
193781,0,0,1,0
193852,0,0,1,0
193873,0,0,1,0
194062,0,0,1,0
194118,0,0,1,0
194133,0,0,1,0
194276,0,0,1,0
194287,0,0,1,0
194428,0,0,1,0
194483,0,0,1,0
194674,0,0,1,0
194710,0,0,1,0
194783,0,0,1,0
194846,0,0,1,0
194914,0,0,1,0
194939,0,0,1,0
194950,0,0,1,0
195099,0,0,1,0
195233,0,0,1,0
195262,0,0,1,0
195432,0,0,1,0
195547,0,0,1,0
195578,0,0,1,0
195601,0,0,1,0
195607,0,0,1,0
195728,0,0,1,0
195764,0,0,1,0
195925,0,0,1,0
195955,0,0,1,0
196055,0,0,1,0
196065,0,0,1,0
196085,0,0,1,0
196099,0,0,1,0
196126,0,0,1,0
196221,0,0,1,0
196403,0,0,1,0
196571,0,0,1,0
196766,0,0,1,0
196814,0,0,1,0
197068,0,0,1,0
197151,0,0,1,0
197154,0,0,1,0
197528,0,0,1,0
197529,0,0,1,0
197541,0,0,1,0
197573,0,0,1,0
197625,0,0,1,0
197849,0,0,1,0
197882,0,0,1,0
197894,0,0,1,0
197931,0,0,1,0
197965,0,0,1,0
198023,0,0,1,0
198029,0,0,1,0
198046,0,0,1,0
198121,0,0,1,0
198143,0,0,1,0
198172,0,0,1,0
198184,0,0,1,0
198189,0,0,1,0
198463,0,0,1,0
198512,0,0,1,0
198605,0,0,1,0
198673,0,0,1,0
198691,0,0,1,0
198708,0,0,1,0
198709,0,0,1,0
198826,0,0,1,0
198876,0,0,1,0
198886,0,0,1,0
198923,0,0,1,0
199484,0,0,1,0
199490,0,0,1,0
199530,0,0,1,0
199702,0,0,1,0
199739,0,0,1,0
199996,0,0,1,0
200028,0,0,1,0
200153,0,0,1,0
200194,0,0,1,0
200238,0,0,1,0
200293,0,0,1,0
200539,0,0,1,0
200557,0,0,1,0
200885,0,0,1,0
200952,0,0,1,0
201183,0,0,1,0
201210,0,0,1,0
201276,0,0,1,0
201330,0,0,1,0
201547,0,0,1,0
201585,0,0,1,0
201612,0,0,1,0
201627,0,0,1,0
201651,0,0,1,0
201662,0,0,1,0
201665,0,0,1,0
201719,0,0,1,0
201723,0,0,1,0
201843,0,0,1,0
201902,0,0,1,0
201917,0,0,1,0
201927,0,0,1,0
202008,0,0,1,0
202064,0,0,1,0
202482,0,0,1,0
202563,0,0,1,0
202569,0,0,1,0
202579,0,0,1,0
202671,0,0,1,0
202716,0,0,1,0
202717,0,0,1,0
202871,0,0,1,0
202894,0,0,1,0
202957,0,0,1,0
203137,0,0,1,0
203314,0,0,1,0
203361,0,0,1,0
203445,0,0,1,0
203508,0,0,1,0
203670,0,0,1,0
203762,0,0,1,0
204049,0,0,1,0
204055,0,0,1,0
204064,0,0,1,0
204535,0,0,1,0
204618,0,0,1,0
204736,0,0,0,1
204909,0,0,1,0
205663,0,0,1,0
205697,0,0,1,0
205732,0,0,1,0
205762,0,0,1,0
205882,0,0,1,0
205958,0,0,1,0
206001,0,0,1,0
206041,0,0,1,0
206066,0,0,1,0
206190,0,0,1,0
206206,0,0,1,0
206377,0,0,1,0
206447,0,0,1,0
206557,0,0,1,0
206671,0,0,1,0
206893,0,0,1,0
206924,0,0,1,0
206926,0,0,1,0
206948,0,0,1,0
207182,0,0,1,0
207224,0,0,1,0
207230,0,0,1,0
207266,0,0,1,0
207301,0,0,1,0
207384,0,0,1,0
207424,0,0,1,0
207453,0,0,1,0
207534,0,0,1,0
207568,0,0,1,0
207608,0,0,1,0
207624,0,0,1,0
207795,0,0,1,0
207805,0,0,1,0
207818,0,0,1,0
207953,0,0,1,0
208084,0,0,1,0
208095,0,0,1,0
208161,0,0,1,0
208174,0,0,1,0
208373,0,0,1,0
208497,0,0,1,0
208529,0,0,1,0
208600,0,0,1,0
208963,0,0,1,0
209014,0,0,1,0
209025,0,0,1,0
209026,0,0,1,0
209050,0,0,1,0
209333,0,0,1,0
209344,0,0,1,0
209384,0,0,1,0
209399,0,0,1,0
209563,0,0,1,0
209573,0,0,1,0
209575,0,0,1,0
209595,0,0,1,0
209619,0,0,1,0
209629,0,0,1,0
209706,0,0,1,0
209790,0,0,1,0
209881,0,0,1,0
209997,0,0,1,0
210224,0,0,1,0
210377,0,0,1,0
210379,0,0,1,0
210383,0,0,1,0
210435,0,0,1,0
210489,0,0,1,0
210533,0,0,1,0
210640,0,0,1,0
210854,0,0,1,0
211116,0,0,1,0
211247,0,0,1,0
211342,0,0,1,0
211401,0,0,1,0
